tweetid,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,tweet_language,tweet_text,tweet_time,tweet_client_name,in_reply_to_tweetid,in_reply_to_userid,quoted_tweet_tweetid,is_retweet,retweet_userid,retweet_tweetid,latitude,longitude,quote_count,reply_count,like_count,retweet_count,hashtags,urls,user_mentions,poll_choices
5.3464E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@kamokireol @YahooActuFR Poutine va-t-il détruire l’OTAN? http://t.co/kyWa8ozl0l,11/18/2014 9:32,Twitter Web Client,5.34637E+17,243318554,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/politique/5762-poutine-va-t-il-d%C3%A9truire-l%E2%80%99otan.html],"[243318554, 52328349]",
5.23919E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,en,@sedonaduck @MailOnline What would happen to you if you were a political dissent in Saudi Arabia? http://t.co/n1pHsz1UsX,10/19/2014 19:28,Twitter Web Client,5.23916E+17,26549550,,FALSE,,,,,0,0,0,0,,[http://www.awdnews.com/top-news/10012-what-would-happen-to-you-if-you-were-a-political-dissent-in-saudi-arabia.html],"[26549550, 15438913]",
5.47343E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@missfloue ce qu'ils ne vous diront jamais sur Noel http://t.co/QSgH5J9RXT,12/23/2014 10:47,Twitter Web Client,5.47342E+17,97404083,,FALSE,,,,,0,0,1,0,,[http://fr.awdnews.com/divertissements/5807-tout-savoir-sur-le-p%C3%A8re-no%C3%ABl-et-son-traineau.html],[97404083],
5.42271E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@ManonHF ce qu'ils ne vous diront jamais sur Noel http://t.co/QSgH5J9RXT,12/9/2014 10:53,Twitter Web Client,5.4227E+17,469495858,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/divertissements/5807-tout-savoir-sur-le-p%C3%A8re-no%C3%ABl-et-son-traineau.html],[469495858],
5.26812E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,en,@curdistani @FiratGunay Saudi embassy in Turkey became a safe haven for ISIL terrorists http://t.co/BsMnfC1xqU,10/27/2014 19:04,Twitter Web Client,5.26811E+17,273648929,,FALSE,,,,,0,0,2,8,,[http://www.awdnews.com/top-news/10072-saudi-embassy-in-turkey-became-a-safe-haven-for-isil-terrorists.html],"[273648929, 213991030]",
5.24154E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@edira2 Obama a été financé par le principal conseiller du prince Al Waleed Al Saud http://t.co/bnbNoau8Uo,10/20/2014 11:01,Twitter Web Client,5.24153E+17,718068708,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/politique/5677-obama-a-%C3%A9t%C3%A9-financ%C3%A9-par-le-principal-conseiller-du-prince-al-waleed-al-saud.html],[718068708],
5.33209E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@LeTweetBasque les nouvelles déclarations du sous-préfet sur le tigre recherché http://t.co/Bb5xD3UX5M,11/14/2014 10:46,Twitter Web Client,5.33208E+17,247675785,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/soci%C3%A9t%C3%A9/5753-d%C3%A9clarations-du-sous-pr%C3%A9fet-sur-le-mystere-du-tigre.html],[247675785],
5.27764E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@757LiveBE L'Etat Islamique dispose de lances missiles FN6 chinois livrés par le Qatar http://t.co/HHghqAnZLz,10/30/2014 10:09,Twitter Web Client,5.27763E+17,2426810901,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/politique/5704-l-etat-islamique-dispose-de-lances-missiles-fn6-chinois-livr%C3%A9s-par-le-qatar.html],[2426810901],
5.48432E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@jananass @GuzzProductions ce qu'ils ne vous diront jamais sur Noel http://t.co/QSgH5J9RXT,12/26/2014 10:54,Twitter Web Client,5.48431E+17,418956265,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/divertissements/5807-tout-savoir-sur-le-p%C3%A8re-no%C3%ABl-et-son-traineau.html],"[368311610, 418956265]",
5.29979E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@francetvsport FFF va prendre des sanctions immédiates contre Sangol? http://t.co/IH39baFIW6,11/5/2014 12:51,Twitter Web Client,5.29978E+17,140062928,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/sport/5726-fff-va-prendre-des-sanctions-imm%C3%A9diates-contre-sangol.html],[140062928],
5.23469E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@AndreeBaril @KamerunScoop Est-ce que Des miliciens de l'Etat islamique ont traversé la frontière turque? http://t.co/cGxrnzfCdB,10/18/2014 13:40,Twitter Web Client,5.23464E+17,289705143,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/politique/5670-est-ce-que-des-miliciens-de-l-etat-islamique-ont-travers%C3%A9-la-fronti%C3%A8re-turque.html],"[289705143, 211092690]",
5.44086E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@LMDaphne ce qu'ils ne vous diront jamais sur Noel http://t.co/Jpxd3BaWCM,12/14/2014 11:08,Twitter Web Client,5.44086E+17,549968558,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/divertissements/5807-tout-savoir-sur-le-p%C3%A8re-no%C3%ABl-et-son-traineau.html],[549968558],
5.32845E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@cityguia 'la Grande-Bretagne est complice de l'Etat islamique' http://t.co/cjJQf1YLnG,11/13/2014 10:39,Twitter Web Client,5.32844E+17,174972361,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/politique/5747-la-grande-bretagne-est-complice-de-l-etat-islamique.html],[174972361],
5.3108E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@Third_Control Nabilla:Du racisme institutionnel en France http://t.co/1fEQsvj4c5,11/8/2014 13:47,Twitter Web Client,5.3108E+17,342961883,,FALSE,,,,,0,1,0,0,[],[http://fr.awdnews.com/soci%C3%A9t%C3%A9/5732-du-racisme-institutionnel-en-france.html],,
1.01965E+18,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,Les frappes aériennes saoudiennes tuent 7 personnes et 5 blessées à Al Hudaydahhttp://www.fr.awdnews.com/index/les-frappes-aeriennes-saoudiennes-tuent-7-personnes-et-5-blessees-a-al-hudaydah/ https://t.co/Q3CEe7xe5r,7/18/2018 18:23,Twitter Web Client,,,,FALSE,,,,,0,0,0,0,[],[],,
6.25239E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@lucasdhs_ Les militaires israéliens reconnaissent leur soutien aux djihadistes syriens http://t.co/ApzBnrtYBv,7/26/2015 9:40,Twitter Web Client,6.25237E+17,2966715003,,FALSE,,,,,0,0,0,0,[],[http://fr.awdnews.com/politique/les-militaires-isra%C3%A9liens-reconnaissent-leur-soutien-aux-djihadistes-syriens],[2966715003],
5.85377E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,CIA plus inquiet du soutien de l'Iran à la lutte contre le terrorisme que de l'avancée de l'Etat islamique http://t.co/MA2ZdKwbBq,4/7/2015 9:43,Twitter Web Client,,,,FALSE,,,,,0,1,4,6,[],[http://fr.awdnews.com/politique/5977-cia-plus-inquiet-du-soutien-de-l-iran-%C3%A0-la-lutte-contre-le-terrorisme-que-de-l-avanc%C3%A9e-de-l-etat-islamique.html],,
7.67406E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@Cedou92 @balagan5555 @eurasie4  Liste des Juifs qui dominent la France https://t.co/8RPvYl7LDS,8/21/2016 16:58,Twitter Web Client,7.67398E+17,331946671,,FALSE,,,,,0,0,0,0,[],[http://fr.whatsupic.com/nouvelles-politiques-monde/1469870662.html],"[748935305630195712, 331946671, 3091521407]",
7.33203E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@Rehgard L'État islamique revendique avoir abattu l'Avion EgyptAir https://t.co/LlRq8AtMhg,5/19/2016 7:51,Twitter Web Client,7.33203E+17,504729181,,FALSE,,,,,0,0,0,0,[],[http://fr.awdnews.com/soci%C3%A9t%C3%A9/l-%C3%A9tat-islamique-revendique-avoir-abattu-l-avion-egyptair],[504729181],
4.94783E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@MihaneGia surprenant! Le gouvernement belge propose de boycotter les produits provenant d’Israël !  http://t.co/1nIyRofYc2,7/31/2014 9:54,Twitter Web Client,,711310772,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/%C3%A9conomie/5388-un-label-en-belgique-pour-les-produits-des-territoires-occup%C3%A9s-par-isra%C3%ABl.html],[711310772],
5.23071E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@zokomoto La France veut Espionner les djihadistes...mais surtout l’Algérie http://t.co/uxFgM8h2pm,10/17/2014 11:19,Twitter Web Client,5.23069E+17,424901286,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/politique/5668-la-france-veut-espionner-les-djihadistes-mais-surtout-l%E2%80%99alg%C3%A9rie.html],[424901286],
6.13662E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@LaBeauceDuNet coup d’État militaire contre Hollande? http://t.co/sJRSDkgFyV,6/24/2015 10:57,Twitter Web Client,6.13661E+17,280123068,,FALSE,,,,,0,0,0,0,[],[http://fr.awdnews.com/politique/coup-d%E2%80%99%C3%A9tat-militaire-contre-hollande],[280123068],
5.49946E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@nocturnarcom ce qu'ils ne vous diront jamais sur Noel http://t.co/QSgH5J9RXT,12/30/2014 15:12,Twitter Web Client,5.49946E+17,161701471,,FALSE,,,,,0,0,0,0,[],[http://fr.awdnews.com/divertissements/5807-tout-savoir-sur-le-p%C3%A8re-no%C3%ABl-et-son-traineau.html],[161701471],
6.65502E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@gyslersarah fuite d'un document:comment la France soutient les djihadistes en guerre contre son propre pays https://t.co/POLk6BuP8Q,11/14/2015 12:09,Twitter Web Client,6.65501E+17,2772306105,,FALSE,,,,,0,0,0,0,[],[http://documentinterdit.com/downloads/revelation-des-documents-secrets-inedits/],[2772306105],
8.22409E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,en,@DOVEBRICK We can destroy Israel in ‘less than 12 minutes’: Pakistani commander https://t.co/CSkZ4Z6ke1,1/20/2017 11:43,Twitter Web Client,8.22409E+17,935688830,,FALSE,,,,,0,0,0,0,[],[http://whatsupic.com/news-politics-world/1476905223.html],[935688830],
5.33285E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@Ana__Sha Nabilla et Du racisme institutionnel en France http://t.co/qAiuG3KbT9,11/14/2014 15:46,Twitter Web Client,5.33284E+17,393611135,,FALSE,,,,,0,0,0,0,[],[http://fr.awdnews.com/soci%C3%A9t%C3%A9/5732-du-racisme-institutionnel-en-france.html],[393611135],
5.17303E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@23_123463 @PSG_inside @CanalFootClub Ce qui avait changé depuis le dernier PSG-Barça http://t.co/v06HblcTbs,10/1/2014 13:19,Twitter Web Client,5.17301E+17,374613448,,FALSE,,,,,0,0,0,0,[],[http://fr.awdnews.com/sport/5625-ce-qui-a-chang%C3%A9-depuis-le-dernier-psg-bar%C3%A7a.html],"[374613448, 38164846, 69534677]",
5.47093E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,en,@AllProDad what they will never tell you about Christmas http://t.co/ovd4gGlWLE,12/22/2014 18:16,Twitter Web Client,5.47093E+17,107498032,,FALSE,,,,,0,0,0,0,[],[http://www.awdnews.com/economy/10446-the-most-stunnig-predictions-that-will-change-the-world.html],[107498032],
4.82448E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@__ElviNMendes Une chanteuse nigériane offre sa virginité à Boko Haram en échange des écolières http://t.co/g6Gsw29qnY,6/27/2014 8:59,Twitter Web Client,4.82291E+17,783119334,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/top-nouvelles/5264-une-chanteuse-nig%C3%A9riane-offre-sa-virginit%C3%A9-%C3%A0-boko-haram-en-%C3%A9change-des-%C3%A9coli%C3%A8res.html],[783119334],
4.81357E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@LINDREHENRI1 Les Djihadistes européens et états-uniens en syrie! http://t.co/DEQ4ZbShPf,6/24/2014 8:41,Twitter Web Client,4.81344E+17,2564651875,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/politique/5257-les-djihadistes-europ%C3%A9ens-et-%C3%A9tats-uniens-en-syrie.html],[2564651875],
4.98385E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@shousha31 Des jeunes mariés brulent un drapeau d'Israël le jour de leur mariage http://t.co/VwdxuwGFxf,8/10/2014 8:28,Twitter Web Client,,2718691829,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/%C3%A9v%C3%A9nements/5441-des-jeunes-mari%C3%A9s-brulent-un-drapeau-d-isra%C3%ABl-le-jour-de-leur-mariage.html],[2718691829],
4.92371E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,"@aliciabx Un chercheur israélien préconise de ""violer les femmes palestiniennes"" pour empêcher les attentats http://t.co/pB0tD3IkDe",7/24/2014 18:10,Twitter Web Client,,17679623,,FALSE,,,,,0,1,0,0,,[http://fr.awdnews.com/top-nouvelles/5337-un-chercheur-isra%C3%A9lien-pr%C3%A9conise-de-violer-les-femmes-palestiniennes-pour-emp%C3%AAcher-les-attentats.html],[17679623],
5.14099E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,en,@danabenj is there a secret collaboration between U.S and Iran against isis? http://t.co/Fw1IH3qOCb,9/22/2014 17:09,Twitter Web Client,,609340891,,FALSE,,,,,0,1,0,0,,[http://awdnews.com/top-news/9842-is-iran-the-ultimate-winner-of-the-war-in-the-middle-east.html],[609340891],
5.25679E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,en,@nancedor @globepmartin Turkish intelligence chief: ISIS is a reality and we are optimistic about the future! http://t.co/snE6NnYZbd,10/24/2014 16:05,Twitter Web Client,5.25679E+17,245971350,,FALSE,,,,,0,0,0,0,,[http://www.awdnews.com/top-news/10040-turkish-intelligence-chief-isis-is-a-reality-and-we-are-optimistic-about-the-future.html],"[245971350, 247918736]",
5.44801E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,en,@therealeliycsha ISIS first decleration:sydney siege is a success for ISIS! http://t.co/dSR1uj3EdF,12/16/2014 10:28,Twitter Web Client,5.44801E+17,183021410,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/politique/5830-isis-member-reveals-sydney-siege-a-success-for-isis.html],[183021410],
5.32889E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@turn_ichigo @SalimAbuSalih 'la Grande-Bretagne est complice de l'Etat islamique' http://t.co/oI4rhptwC2,11/13/2014 13:34,Twitter Web Client,5.32889E+17,2829451763,,FALSE,,,,,0,1,0,0,,[http://fr.awdnews.com/politique/5747-la-grande-bretagne-est-complice-de-l-etat-islamique.html],"[2487994147, 2829451763]",
5.08984E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@SectionduCapCor VOICI COMMENT LES USA UTILISENT L’ISIS POUR CONQUÉRIR L’EURASIE http://t.co/1lwpzqjYJp,9/8/2014 14:25,Twitter Web Client,,441734125,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/%C3%A9v%C3%A9nements/5559-voici-comment-les-usa-utilisent-l%E2%80%99isis-pour-conqu%C3%A9rir-l%E2%80%99eurasie.html],[441734125],
5.13251E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@slaviank Hollande déroule le tapis rouge face à ceux qui ont financé les jihadistes de l’Eiil http://t.co/4Zv1G3fwoQ,9/20/2014 8:58,Twitter Web Client,,79781245,,FALSE,,,,,0,0,1,0,,[http://fr.awdnews.com/politique/5597-%E2%80%9Cpapa-hollande%E2%80%9D-joue-au-petit-soldat-%C3%A0-bagdad.html],[79781245],
5.53502E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@LucieAgache Charlie Hebdo:les bourdes bizarres faites par les terroristes http://t.co/rNIDKWbngN,1/9/2015 10:41,Twitter Web Client,5.53501E+17,518869179,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/top-nouvelles/5840-charlie-hebdo-les-bourdes-bizarres-faites-par-les-terroristes.html],[518869179],
5.52502E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@FrancisOkalm l’augmentation des tarifs SNCF c’est pour l’amende déportation des Juifs http://t.co/kp2Pzdaaez,1/6/2015 16:28,Twitter Web Client,5.525E+17,2871363153,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/soci%C3%A9t%C3%A9/5836-l%E2%80%99augmentation-des-tarifs-sncf-c%E2%80%99est-pour-l%E2%80%99amende-d%C3%A9portation-des-juifs.html],[2871363153],
4.78165E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@TeamSarkozy_ Israël ne cessera pas d’espionner les États-Unis  http://t.co/M0ilxXK7BO,6/15/2014 13:20,Twitter Web Client,4.78158E+17,510352545,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/top-nouvelles/5229-isra%C3%ABl-ne-cessera-pas-d%E2%80%99espionner-les-%C3%A9tats-unis.html],[510352545],
6.52829E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@WikistrikeW le réarmement nucléaire et secret de l'Allemagne pour la guerre probable contre la Russie http://t.co/vIzhezxVDL,10/10/2015 12:51,Twitter Web Client,6.52809E+17,303063531,,FALSE,,,,,0,0,0,0,[],[http://fr.awdnews.com/politique/le-r%C3%A9armement-nucl%C3%A9aire-et-secret-de-l-allemagne-pour-la-guerre-probable-contre-la-russie],[303063531],
5.00685E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@maddara_uchiwa nouvel ennemi d'israel...c'est ebola http://t.co/rO6DGkhJqk,8/16/2014 16:48,Twitter Web Client,,1897742982,,FALSE,,,,,0,1,0,0,,[http://fr.awdnews.com/soci%C3%A9t%C3%A9/5476-nouvel-ennemi-d-israel-c-est-ebola.html],[1897742982],
4.96709E+17,299148448,Maria Luis,marialuis91,"Nantes, France",journaliste indépendante/un vrai journaliste est un chômeur,,8012,1450,5/15/2011,en,fr,@mimosa13016 Les États-Unis désirent ardemment une guerre pour sauver leur économie de la dette http://t.co/LaUI3WfzWf,8/5/2014 17:28,Twitter Web Client,,2389780224,,FALSE,,,,,0,0,0,0,,[http://fr.awdnews.com/%C3%A9conomie/5416-les-%C3%A9tats-unis-d%C3%A9sirent-ardemment-une-guerre-pour-sauver-leur-%C3%A9conomie-de-la-dette.html],[2389780224],
